   0.0000000000000000e+00	   0.0000000000000000e+00	   9.8710921659999518e-01	
   2.1999999999999176e-01	   0.0000000000000000e+00	   8.0817667227713086e-01	
   4.3999999999999773e-01	   0.0000000000000000e+00	   6.6167909551351267e-01	
   6.5999999999999659e-01	   1.0000000000000000e+00	   5.4173702416573610e-01	
   8.7999999999999545e-01	   0.0000000000000000e+00	   9.4202719080098796e-01	
   1.0999999999999943e+00	   0.0000000000000000e+00	   7.7126663134442852e-01	
   1.3199999999999932e+00	   1.0000000000000000e+00	   6.3145970990454214e-01	
   1.5399999999999920e+00	   0.0000000000000000e+00	   1.0154859128640998e+00	
   1.7599999999999909e+00	   1.0000000000000000e+00	   8.3140954617930629e-01	
   1.9799999999999969e+00	   0.0000000000000000e+00	   1.1791909928951565e+00	
   2.1999999999999957e+00	   0.0000000000000000e+00	   9.6543992963582470e-01	
   2.4199999999999946e+00	   1.0000000000000000e+00	   7.9043536064229258e-01	
   2.6399999999999935e+00	   1.0000000000000000e+00	   1.1456441671136801e+00	
   2.8599999999999923e+00	   1.0000000000000000e+00	   1.4364645407359307e+00	
   3.0799999999999912e+00	   0.0000000000000000e+00	   1.6745681242420956e+00	
   3.2999999999999972e+00	   1.0000000000000000e+00	   1.3710204214411146e+00	
   3.5199999999999960e+00	   1.0000000000000000e+00	   1.6209870111673257e+00	
   3.7399999999999949e+00	   0.0000000000000000e+00	   1.8256423454182014e+00	
   3.9599999999999937e+00	   1.0000000000000000e+00	   1.4947095323152970e+00	
   4.1799999999999926e+00	   0.0000000000000000e+00	   1.7222550900608911e+00	
   4.3999999999999915e+00	   0.0000000000000000e+00	   1.4100632068779406e+00	
   4.6199999999999974e+00	   0.0000000000000000e+00	   1.1544621112547304e+00	
   4.8399999999999963e+00	   1.0000000000000000e+00	   9.4519363374758236e-01	
   5.0599999999999952e+00	   1.0000000000000000e+00	   1.2723495245982221e+00	
   5.2799999999999940e+00	   1.0000000000000000e+00	   1.5402021134882646e+00	
